Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City C,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
50,F,Bachelor's,Divorced,43324,725,16412,Business,Self-employed,0,Fair,0.305512596,201283,,wardhaven,Wardhaven,ND,Tuvalu,2,1,Low
44,Non-binary,PhD,Widowed,,794,36521,Personal,Self-employed,2,Fair,0.418625725,122318,2,east martin,East Martin,IL,Algeria,2,0,Low
63,M,Bachelor's,Divorced,117980,750,34913,Auto,Employed,14,Fair,0.31971399,79180,4,higginsport,Higginsport,IN,Myanmar,4,0,Medium
19,M,PhD,Married,105783,649,34842,Home,Unemployed,14,Excellent,0.17893033,169091,4,north lisa,North Lisa,PW,Serbia,3,0,High
66,M,Bachelor's,Divorced,79893,641,8341,Personal,Employed,5,Excellent,0.18669614,213287,4,amberfort,Amberfort,VI,Oman,4,0,Medium
66,Non-binary,Bachelor's,Divorced,21299,621,14131,Personal,Self-employed,17,Good,0.495208685,272640,2,karenborough,Karenborough,AL,Niger,2,0,Low
45,Non-binary,Master's,Divorced,37829,618,29082,Personal,Employed,1,Good,0.156127674,44527,,meaganton,Meaganton,WA,Iran,4,2,Low
65,M,Bachelor's,Divorced,82713,658,15995,Home,Employed,2,Excellent,0.333555884,77072,2,erinchester,Erinchester,NJ,Andorra,1,2,Low
59,M,High School,Divorced,37373,743,12455,Home,Employed,9,Poor,0.303733068,166261,2,lake kelsey,Lake Kelsey,AL,Chile,1,1,Low
48,Non-binary,High School,Married,,647,49953,Home,Self-employed,15,Excellent,0.17412671,147097,2,south stephanie,South Stephanie,IL,Namibia,3,2,Medium
47,M,High School,Divorced,52577,625,33975,Home,Employed,7,Poor,0.257840383,190682,2,port randalltown,Port Randalltown,VA,Korea,2,0,Low
38,Non-binary,Master's,Single,52903,736,37009,Personal,Unemployed,19,Good,0.472939031,291166,2,west carla,West Carla,TX,Portugal,0,0,Medium
39,F,Bachelor's,Widowed,36489,609,7961,Auto,Self-employed,9,Excellent,0.591416431,181869,2,south lisa,South Lisa,ID,Mayotte,4,2,Low
23,M,High School,Married,83853,712,11358,Business,Employed,7,Good,0.587184535,166988,3,lake vincent,Lake Vincent,PR,Luxembourg,2,1,Low
25,Non-binary,Bachelor's,Married,33727,622,33180,Personal,Self-employed,6,Fair,0.354035688,233379,,nguyenland,Nguyenland,TX,Iceland,1,1,Low
66,F,PhD,Married,88993,705,36158,Personal,Unemployed,16,Fair,0.16903071,157492,,nicholastown,Nicholastown,MH,Nauru,2,0,Low
38,Non-binary,PhD,Married,104614,648,40992,Home,Unemployed,2,Fair,0.321351019,166986,3,new shawnborough,New Shawnborough,HI,Guatemala,3,1,High
32,M,Master's,Married,99211,631,44886,Personal,Unemployed,3,Fair,0.221320316,123213,1,new dylan,New Dylan,SD,Rwanda,4,1,High
57,Non-binary,Master's,Divorced,,692,35771,Home,Employed,1,Good,0.576416967,149782,0,leefurt,Leefurt,HI,Cocos (Keeling) Islands,2,2,Low
58,Non-binary,High School,Divorced,82583,768,30366,Home,Self-employed,9,Poor,0.576255603,119096,2,lake andrewmouth,Lake Andrewmouth,PR,Algeria,4,0,Low
18,M,Master's,Widowed,84162,606,5015,Business,Self-employed,17,Poor,0.389069671,275773,1,amandamouth,Amandamouth,KS,Cambodia,1,2,Low
61,F,Bachelor's,Single,25702,650,31654,Auto,Employed,15,Excellent,0.161250745,149488,0,south jessicafurt,South Jessicafurt,WA,Christmas Island,1,2,Low
21,F,Bachelor's,Single,23582,736,19309,Personal,Unemployed,2,Good,0.464172349,229415,4,west jennifer,West Jennifer,OK,Romania,3,2,Low
25,Non-binary,PhD,Divorced,,638,20685,Personal,Employed,16,Good,0.32688169,213838,3,new michealhaven,New Michealhaven,WV,Canada,1,0,Low
27,M,Master's,Single,114452,668,36683,Auto,Self-employed,2,Poor,0.382632935,191602,4,herrerastad,Herrerastad,WA,French Guiana,0,2,Low
33,M,Bachelor's,Single,22170,686,44357,Personal,Self-employed,18,Good,0.341188468,87943,4,south justinshire,South Justinshire,ID,Martinique,0,0,High
56,Non-binary,Master's,Married,35299,625,24860,Home,Employed,7,Poor,0.574404363,229939,3,lake stephanieborough,Lake Stephanieborough,OR,Oman,0,1,Low
41,Non-binary,Bachelor's,Divorced,,700,28992,Home,Employed,16,Fair,0.561611008,273625,1,chadchester,Chadchester,OH,Denmark,0,2,Medium
57,F,High School,Divorced,59015,774,36334,Personal,Unemployed,16,Excellent,0.263724816,50529,3,walkermouth,Walkermouth,PW,Singapore,0,2,Low
31,M,PhD,Divorced,31480,721,45906,Auto,Unemployed,10,Fair,0.568742283,107560,,port elizabethtown,Port Elizabethtown,WV,Czech Republic,2,0,Low
37,Non-binary,PhD,Single,74337,630,17919,Auto,Employed,5,Fair,0.520813764,219321,4,lindsaymouth,Lindsaymouth,OK,Turkey,0,1,Low
57,F,High School,Married,,788,5082,Auto,Self-employed,12,Excellent,0.267405239,136453,0,bowenport,Bowenport,LA,Dominica,3,2,Low
23,Non-binary,Bachelor's,Divorced,47684,742,42901,Home,Employed,16,Fair,0.277608708,78032,4,brownfurt,Brownfurt,IL,Portugal,3,2,Low
47,M,Bachelor's,Married,111352,688,15044,Auto,Self-employed,3,Excellent,0.290150955,283782,2,thomaschester,Thomaschester,ME,Sierra Leone,2,1,Low
48,M,PhD,Widowed,106151,626,34164,Auto,Unemployed,10,Good,0.599709538,22135,0,south renee,South Renee,SC,Kenya,2,2,Low
24,F,Bachelor's,Widowed,102488,643,19631,Personal,Self-employed,9,Fair,0.269315748,210453,,east april,East April,RI,Equatorial Guinea,2,0,Low
24,M,Bachelor's,Married,94667,768,26118,Home,Self-employed,13,Good,0.426268032,104282,1,vanessaton,Vanessaton,HI,Papua New Guinea,2,0,Low
49,F,High School,Divorced,49870,625,29285,Home,Self-employed,7,Poor,0.110209775,187903,2,wattsview,Wattsview,CT,Moldova,4,0,Low
63,F,Bachelor's,Married,113526,621,32419,Business,Self-employed,10,Poor,0.578291338,86539,,port heatherport,Port Heatherport,MA,Sudan,2,2,Low
54,F,Bachelor's,Married,74240,633,11854,Business,Unemployed,5,Good,0.351534961,76783,1,lake natalie,Lake Natalie,FM,Poland,4,2,Low
39,Non-binary,High School,Widowed,,669,13763,Auto,Employed,10,Fair,0.263591104,274678,4,west kennethhaven,West Kennethhaven,CA,Afghanistan,2,2,Low
39,F,Bachelor's,Divorced,81517,711,32838,Business,Employed,19,Fair,0.437870492,148754,4,south whitneyview,South Whitneyview,NY,Argentina,3,1,Low
35,Non-binary,PhD,Single,108586,625,41978,Personal,Employed,2,Excellent,0.478343891,182403,,lake frankfurt,Lake Frankfurt,KS,Bosnia and Herzegovina,3,2,Medium
23,Non-binary,Bachelor's,Single,34319,640,35058,Home,Unemployed,18,Poor,0.406965843,37907,2,rhodesmouth,Rhodesmouth,DE,Saint Vincent and the Grenadines,3,1,Low
54,M,Bachelor's,Single,60753,778,25200,Personal,Unemployed,12,Good,0.27287163,219389,2,west anthonyberg,West Anthonyberg,IN,Senegal,3,2,High
35,Non-binary,Master's,Married,56734,761,46826,Personal,Unemployed,15,Excellent,0.387846098,238379,1,port patrickberg,Port Patrickberg,IL,Italy,1,0,Low
21,F,PhD,Married,58918,618,22165,Home,Employed,0,Good,0.381804389,222403,3,new christopherland,New Christopherland,IL,Slovakia (Slovak Republic),2,2,Medium
51,F,Master's,Widowed,47685,718,23891,Home,Unemployed,0,Poor,0.201201682,112966,4,johnton,Johnton,KY,British Indian Ocean Territory (Chagos Archipelago),2,2,Low
19,Non-binary,Master's,Married,,626,41316,Business,Employed,0,Excellent,0.103289409,244728,3,garciamouth,Garciamouth,OK,Ethiopia,2,2,Medium
32,M,High School,Single,118835,722,11982,Business,Unemployed,5,Good,0.37965399,209403,1,north amy,North Amy,WI,French Guiana,2,1,Medium
42,Non-binary,PhD,Divorced,37540,672,6724,Auto,Self-employed,16,Poor,0.106682376,217834,0,schmidtbury,Schmidtbury,AL,San Marino,2,0,Low
20,Non-binary,Master's,Widowed,103984,611,5350,Personal,Unemployed,4,Good,0.591137633,203201,1,east matthew,East Matthew,TX,Turkey,0,1,Low
63,Non-binary,High School,Divorced,24435,696,49852,Personal,Unemployed,12,Poor,0.374582186,173878,1,hortonstad,Hortonstad,WY,Indonesia,1,2,Low
67,Non-binary,High School,Married,27131,605,9171,Home,Employed,14,Excellent,0.492692486,274572,1,caseville,Caseville,NH,Tonga,0,2,Medium
31,F,Bachelor's,Married,105924,738,41443,Business,Unemployed,15,Fair,0.208205649,243582,1,greenefurt,Greenefurt,OK,Norfolk Island,3,1,Low
68,F,High School,Widowed,63130,705,25293,Business,Employed,7,Fair,0.193760999,30506,2,davemouth,Davemouth,WY,Jersey,1,1,Low
64,M,Master's,Widowed,49367,772,12840,Auto,Employed,11,Fair,0.461116857,249394,0,alexanderview,Alexanderview,SC,Trinidad and Tobago,3,0,Medium
50,Non-binary,PhD,Single,,749,25968,Personal,Unemployed,8,Good,0.154222963,249657,,kimberlyside,Kimberlyside,AS,Iran,4,2,High
52,M,Bachelor's,Married,,759,48791,Personal,Unemployed,0,Excellent,0.101661445,71804,1,port ericaton,Port Ericaton,MO,Montenegro,2,1,Low
21,M,Master's,Widowed,80200,796,47587,Home,Employed,17,Good,0.280799725,129205,3,east charleshaven,East Charleshaven,KY,Aruba,1,2,Low
44,M,Bachelor's,Single,107988,761,48101,Personal,Self-employed,10,Excellent,0.115234753,293530,3,frankstad,Frankstad,MN,Wallis and Futuna,2,1,Low
32,F,Bachelor's,Single,22919,662,37477,Business,Employed,11,Excellent,0.259245786,114916,4,oscarside,Oscarside,UT,Afghanistan,3,2,Low
69,F,PhD,Single,89529,636,11861,Business,Self-employed,2,Excellent,0.278411856,214415,0,south ashley,South Ashley,RI,Vietnam,2,2,High
18,M,PhD,Married,80378,639,31920,Business,Employed,11,Good,0.124848541,214743,3,south amymouth,South Amymouth,IA,Macao,3,0,Medium
53,M,Bachelor's,Widowed,115637,759,38288,Personal,Unemployed,18,Good,0.460293038,80877,0,bakerview,Bakerview,NE,Antigua and Barbuda,3,1,Medium
30,M,High School,Single,,640,37222,Home,Unemployed,19,Fair,0.163980298,179819,4,lake marilynton,Lake Marilynton,ID,Nigeria,0,0,High
51,Non-binary,Master's,Married,38910,777,21601,Home,Unemployed,7,Fair,0.307022193,72799,,north robert,North Robert,NV,Guadeloupe,2,0,Low
55,M,PhD,Divorced,52919,699,47283,Home,Employed,14,Good,0.523999475,299435,4,johnsonton,Johnsonton,RI,Guinea,0,0,High
38,F,High School,Divorced,117098,733,39836,Business,Employed,16,Excellent,0.509798465,215328,,west sharon,West Sharon,NJ,Vietnam,2,0,Medium
33,M,High School,Widowed,83303,712,23883,Business,Unemployed,4,Poor,0.41075184,117508,1,ashleeshire,Ashleeshire,DC,New Caledonia,4,0,Low
24,M,Bachelor's,Single,21238,731,34171,Personal,Employed,4,Excellent,0.515971995,75887,,rubioport,Rubioport,SC,Qatar,1,1,Low
28,F,High School,Single,109624,771,16036,Personal,Self-employed,1,Good,0.152826692,95754,2,port laura,Port Laura,CA,Marshall Islands,3,2,Medium
67,M,Bachelor's,Divorced,48223,606,15318,Business,Employed,13,Poor,0.350578947,214246,4,shawnview,Shawnview,DC,Georgia,1,2,Low
45,F,Master's,Widowed,100821,608,25392,Home,Unemployed,9,Good,0.186020749,186780,4,paulside,Paulside,AZ,Bangladesh,2,2,Low
62,Non-binary,PhD,Married,71726,658,27097,Business,Unemployed,12,Excellent,0.554995048,123775,0,new alexanderport,New Alexanderport,KS,Pitcairn Islands,1,2,Low
54,Non-binary,PhD,Divorced,111760,707,36786,Auto,Employed,17,Good,0.126646749,52120,0,angelaburgh,Angelaburgh,KS,Luxembourg,4,2,Medium
29,F,Master's,Married,100123,603,46735,Business,Unemployed,6,Fair,0.234113208,65712,,north michael,North Michael,IL,Chile,0,0,Low
51,M,High School,Married,107171,763,45955,Auto,Self-employed,8,Poor,0.502590674,258221,1,wendyland,Wendyland,NE,Kuwait,1,1,Low
51,M,PhD,Married,36756,646,39884,Business,Employed,16,Excellent,0.244589366,68595,2,new stephanieville,New Stephanieville,VT,Sweden,3,0,Low
21,Non-binary,PhD,Single,106940,721,43381,Home,Self-employed,13,Excellent,0.468084508,68461,1,ruthland,Ruthland,FM,Saint Lucia,0,2,Low
32,F,PhD,Married,36150,614,47080,Home,Unemployed,3,Fair,0.383432349,280243,0,kariville,Kariville,NJ,Mauritania,4,2,Medium
45,M,Master's,Widowed,22751,776,48368,Home,Employed,7,Fair,0.18131963,139323,4,lake heather,Lake Heather,CT,Panama,2,0,Medium
25,F,PhD,Widowed,,675,25392,Business,Unemployed,2,Good,0.275595032,61857,1,north jacobchester,North Jacobchester,OH,Djibouti,1,1,Low
41,M,PhD,Single,114897,724,33782,Auto,Employed,19,Poor,0.100727342,203813,2,lake joshua,Lake Joshua,PR,Afghanistan,0,2,Low
25,M,Master's,Married,102176,604,28933,Personal,Employed,8,Good,0.468058725,140628,4,robinport,Robinport,ME,Oman,1,1,Medium
68,Non-binary,PhD,Single,94676,709,27727,Personal,Unemployed,7,Excellent,0.37040874,233292,1,south kristen,South Kristen,CA,Venezuela,2,1,Low
37,Non-binary,Master's,Married,83474,779,37611,Personal,Unemployed,2,Fair,0.250502633,177110,3,rossfurt,Rossfurt,AL,Trinidad and Tobago,1,1,Low
60,M,Bachelor's,Widowed,108444,662,40153,Business,Unemployed,19,Poor,0.142010326,175005,,north jenniferstad,North Jenniferstad,NE,French Southern Territories,3,0,Low
52,F,Bachelor's,Single,110341,707,32742,Personal,Unemployed,9,Excellent,0.487182226,206337,3,west josephfurt,West Josephfurt,DC,Bolivia,2,1,Medium
48,F,High School,Married,72563,756,15115,Business,Employed,12,Poor,0.45234732,135455,3,colemanville,Colemanville,NC,Benin,1,1,Medium
18,Non-binary,Master's,Married,,614,36117,Auto,Self-employed,16,Excellent,0.587479711,120474,4,boyerland,Boyerland,MD,Norfolk Island,0,2,Low
44,F,Master's,Single,,655,24935,Business,Self-employed,12,Fair,0.26100839,60470,,south amanda,South Amanda,SD,Barbados,3,1,Medium
22,M,Bachelor's,Widowed,117552,669,34394,Home,Unemployed,18,Fair,0.392459515,227939,1,newmanville,Newmanville,WY,Guernsey,0,1,Low
45,F,PhD,Married,,749,7380,Business,Self-employed,14,Fair,0.32619568,113701,1,north cynthiaport,North Cynthiaport,MN,Faroe Islands,3,2,Low
34,Non-binary,Bachelor's,Single,78609,781,44820,Personal,Unemployed,8,Fair,0.26252993,177433,,walkerland,Walkerland,NM,French Guiana,0,1,Low
40,Non-binary,Bachelor's,Divorced,23194,644,18194,Business,Unemployed,2,Poor,0.318496764,230545,4,new kimberlyland,New Kimberlyland,WA,Netherlands Antilles,3,1,Low
19,F,Master's,Single,110139,747,13655,Personal,Employed,11,Fair,0.132462359,154531,3,west kathleen,West Kathleen,MH,Cambodia,3,2,Medium
40,Non-binary,High School,Single,79439,748,41826,Business,Self-employed,13,Fair,0.405970824,49315,1,williamsshire,Williamsshire,VA,Saint Vincent and the Grenadines,2,2,Medium
55,F,Bachelor's,Divorced,105662,730,32440,Auto,Unemployed,17,Good,0.547985285,243369,2,east cynthia,East Cynthia,HI,Lesotho,3,2,Medium
43,M,Bachelor's,Single,111118,654,46199,Home,Unemployed,1,Fair,0.481644749,274277,3,campbellview,Campbellview,NC,Singapore,4,2,Low
19,Non-binary,High School,Divorced,86231,677,39315,Personal,Self-employed,6,Poor,0.524104208,21265,4,edwardborough,Edwardborough,WI,French Guiana,1,1,Medium
64,M,PhD,Married,27014,780,36704,Home,Unemployed,18,Fair,0.218801819,181585,3,new donaldside,New Donaldside,SC,Saudi Arabia,4,1,Low
19,M,PhD,Widowed,,780,7993,Business,Self-employed,10,Fair,0.474783032,89712,3,east christinatown,East Christinatown,DE,Bahamas,2,1,Medium
24,M,High School,Widowed,32291,776,28968,Business,Self-employed,3,Excellent,0.398336078,235595,,east jonathanside,East Jonathanside,MI,Malta,2,0,Medium
31,Non-binary,High School,Married,46269,616,35767,Business,Self-employed,7,Poor,0.104931918,272146,0,south courtneyview,South Courtneyview,MS,Tajikistan,0,0,Low
63,F,Master's,Widowed,44667,796,24173,Business,Self-employed,17,Good,0.517714268,28982,4,west richard,West Richard,CO,Marshall Islands,4,0,Low
58,M,Bachelor's,Divorced,26668,783,10147,Auto,Unemployed,0,Fair,0.315258984,38083,1,new heatherland,New Heatherland,DE,Samoa,2,1,Low
54,M,PhD,Divorced,41725,777,31532,Home,Unemployed,1,Good,0.329581987,257918,0,new heatherburgh,New Heatherburgh,NC,Chad,3,0,Low
41,M,Master's,Single,117813,615,32854,Auto,Unemployed,13,Fair,0.266667636,268628,1,east shari,East Shari,CO,Italy,2,0,Low
46,F,High School,Widowed,37441,642,48806,Personal,Self-employed,7,Poor,0.245534298,140676,3,ericshire,Ericshire,CO,Lebanon,4,2,Low
67,M,Master's,Single,,613,11464,Business,Employed,15,Poor,0.154276748,299444,1,lake dustinville,Lake Dustinville,SC,Bhutan,4,1,Low
52,F,Bachelor's,Married,63815,663,12089,Personal,Unemployed,18,Fair,0.411987962,157076,1,johnsonbury,Johnsonbury,CT,Saint Barthelemy,1,1,Low
52,Non-binary,PhD,Widowed,28117,777,43848,Personal,Employed,0,Fair,0.206550207,180411,2,north maxwell,North Maxwell,NJ,Japan,4,1,Medium
32,Non-binary,High School,Divorced,96844,639,35997,Auto,Unemployed,10,Excellent,0.149014858,212676,1,east teresaton,East Teresaton,CA,Bolivia,2,0,Medium
19,F,Bachelor's,Single,,710,33173,Home,Self-employed,6,Poor,0.290587586,216778,,floresberg,Floresberg,OH,Montserrat,4,1,Low
35,M,PhD,Married,49055,786,21916,Business,Employed,5,Excellent,0.23913224,81355,1,west denisemouth,West Denisemouth,ND,Mayotte,1,0,Medium
65,F,PhD,Married,,759,10472,Business,Employed,8,Excellent,0.512716566,124867,0,solisshire,Solisshire,MS,Andorra,0,2,Medium
26,M,PhD,Single,,761,20553,Business,Self-employed,11,Excellent,0.495705236,63471,4,richardville,Richardville,MT,Palau,3,0,Low
51,Non-binary,PhD,Single,,780,40150,Home,Unemployed,14,Fair,0.466096322,247974,4,south charleston,South Charleston,GA,Sweden,4,0,High
32,Non-binary,High School,Widowed,44832,786,26318,Auto,Employed,10,Good,0.116037447,233532,0,north derekbury,North Derekbury,NV,Nauru,1,1,Low
32,F,High School,Widowed,,628,18532,Business,Self-employed,14,Fair,0.447150834,32296,0,lake johnfurt,Lake Johnfurt,CT,Malaysia,0,2,Medium
61,F,PhD,Divorced,85984,742,9671,Business,Unemployed,11,Excellent,0.274405449,238152,1,brownstad,Brownstad,MI,Cayman Islands,3,0,Low
44,Non-binary,PhD,Single,32985,794,32122,Business,Employed,2,Good,0.247962581,131045,0,new andrewville,New Andrewville,AL,Cote d'Ivoire,0,2,Low
56,Non-binary,Master's,Single,109074,644,44069,Business,Employed,7,Excellent,0.358411596,230971,3,mcmillanton,Mcmillanton,VI,Seychelles,3,0,Medium
64,M,High School,Divorced,24321,789,43084,Home,Employed,8,Good,0.460094868,214252,3,south bradley,South Bradley,CA,Vanuatu,4,1,Low
60,M,Bachelor's,Divorced,109792,763,28526,Business,Self-employed,3,Excellent,0.231447922,58359,1,baileyberg,Baileyberg,OK,Saint Kitts and Nevis,1,2,Medium
59,Non-binary,Master's,Widowed,112097,711,32211,Home,Employed,18,Good,0.596192141,88870,2,north melissa,North Melissa,NJ,Mozambique,4,1,High
47,Non-binary,PhD,Divorced,115384,654,6345,Auto,Self-employed,16,Good,0.19980165,93331,0,gutierrezborough,Gutierrezborough,NJ,Costa Rica,2,1,Low
21,F,Bachelor's,Divorced,37412,721,31293,Personal,Employed,7,Poor,0.506643451,46275,2,north morgan,North Morgan,KS,Cyprus,4,2,Low
54,F,High School,Divorced,62837,728,34794,Business,Unemployed,10,Excellent,0.119691062,263985,1,north kathryn,North Kathryn,MO,Burkina Faso,0,2,Low
20,M,High School,Single,56992,694,26150,Auto,Employed,10,Excellent,0.452457034,211905,2,wallaceview,Wallaceview,HI,United States Minor Outlying Islands,3,2,Low
53,Non-binary,High School,Single,104008,679,32669,Business,Employed,1,Excellent,0.231336187,289770,1,joshuafurt,Joshuafurt,MO,El Salvador,3,1,High
50,F,PhD,Divorced,55515,717,14867,Personal,Unemployed,7,Poor,0.48665126,132123,2,wheelerfort,Wheelerfort,MA,Puerto Rico,1,2,Medium
25,Non-binary,PhD,Divorced,71473,765,14855,Home,Employed,1,Good,0.290911627,291268,0,gordonburgh,Gordonburgh,MI,Micronesia,4,0,Low
28,F,High School,Divorced,115018,789,23529,Personal,Employed,11,Good,0.477100764,290952,3,crystalfort,Crystalfort,DE,Kazakhstan,3,1,Low
55,M,PhD,Divorced,,732,10357,Auto,Unemployed,12,Excellent,0.309273334,67630,1,new douglasfurt,New Douglasfurt,DE,Moldova,2,0,Low
54,Non-binary,Master's,Single,29449,683,49541,Auto,Employed,3,Fair,0.355815,260559,,south angelaborough,South Angelaborough,TN,Seychelles,1,0,Low
54,F,Bachelor's,Divorced,23837,692,5389,Business,Employed,13,Good,0.542403857,175164,2,new joseph,New Joseph,VA,Guam,1,0,Medium
50,M,Bachelor's,Married,65097,695,9075,Home,Employed,15,Excellent,0.21071361,261860,0,collinsfort,Collinsfort,NV,North Macedonia,1,1,Low
24,M,PhD,Divorced,67907,732,8049,Auto,Employed,12,Poor,0.147506978,74216,0,saraview,Saraview,MO,Puerto Rico,2,2,Medium
37,F,High School,Divorced,,630,48519,Personal,Employed,14,Fair,0.582281422,149597,2,lake melodyborough,Lake Melodyborough,OH,Cote d'Ivoire,1,1,Low
27,Non-binary,Bachelor's,Widowed,72181,665,22569,Business,Employed,2,Good,0.316120391,271732,,tylerbury,Tylerbury,ME,Burundi,1,2,Low
26,F,PhD,Single,44838,656,19495,Business,Unemployed,12,Excellent,0.127790994,73852,2,smithhaven,Smithhaven,NE,Panama,2,2,Medium
26,Non-binary,High School,Single,111288,798,19256,Home,Self-employed,15,Poor,0.397157302,194627,3,new vanessa,New Vanessa,FL,Georgia,1,0,Low
